Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,TerminationType,TerminationDescription
41,No,Non-Travel,Sales,6,3,Life Sciences,1,694,Female,1,Research Director,Single,27730,1,Y,11,8,0,19,3,19,11,9,Unk,
31,Yes,Travel_Frequently,Research & Development,3,1,Life Sciences,1,695,Male,1,Sales Executive,Single,71040,1,Y,14,8,1,3,3,3,2,2,Unk,
44,Yes,Travel_Rarely,Sales,5,3,Life Sciences,1,696,Male,1,Laboratory Technician,Married,63220,4,Y,11,8,1,10,2,3,1,2,Retirement,Food ball huge out simply according.
42,No,Non-Travel,Research & Development,4,3,Life Sciences,1,697,Male,2,Laboratory Technician,Married,20830,0,Y,12,8,2,21,3,20,2,10,Unk,
55,No,Travel_Rarely,Sales,11,3,Technical Degree,1,698,Male,2,Manufacturing Director,Married,83810,4,Y,15,8,1,23,3,19,9,11,Involuntary,Strategy fear tough wife here now.
56,No,Travel_Rarely,Sales,3,2,Medical,1,699,Female,3,Manufacturing Director,Single,26910,6,Y,16,8,1,36,6,7,7,7,Unk,
40,No,Non-Travel,Research & Development,1,1,Life Sciences,1,700,Male,1,Laboratory Technician,Divorced,42860,9,Y,15,8,0,6,6,4,0,0,Retirement,Feeling usually west peace money political the.
34,No,Travel_Rarely,Research & Development,3,2,Technical Degree,1,701,Male,2,Research Director,Divorced,26590,0,Y,24,8,3,10,2,9,1,6,Unk,
40,No,Travel_Rarely,Sales,4,3,Medical,1,702,Male,2,Sales Executive,Single,94340,1,Y,13,8,1,9,3,9,8,8,Unk,
41,No,Travel_Frequently,Sales,1,4,Other,1,703,Female,2,Healthcare Representative,Divorced,55610,0,Y,11,8,0,10,2,9,1,7,Resignation,Mission media writer cell.
35,No,Travel_Frequently,Sales,1,2,Technical Degree,1,704,Male,2,Manager,Single,66460,1,Y,13,8,1,9,2,9,1,1,Unk,
51,No,Travel_Rarely,Sales,18,2,Life Sciences,1,705,Male,4,Manufacturing Director,Divorced,77250,1,Y,13,8,1,33,2,33,0,10,Unk,
38,No,Travel_Rarely,Sales,2,4,Life Sciences,1,706,Female,1,Research Scientist,Divorced,107250,3,Y,18,8,0,11,5,7,1,7,Involuntary,Note claim hundred central bad.
34,No,Travel_Rarely,Sales,4,3,Life Sciences,1,707,Male,2,Research Scientist,Single,88470,1,Y,16,8,0,10,3,10,9,6,Voluntary,Field year certainly data sense table yes.
25,No,Travel_Rarely,Research & Development,6,2,Medical,1,708,Female,4,Research Scientist,Married,20450,3,Y,19,8,0,7,3,3,1,2,Retirement,For majority down.
58,Yes,Travel_Rarely,Sales,1,4,Technical Degree,1,709,Male,2,Sales Executive,Married,10090,7,Y,13,8,2,31,3,10,5,9,Unk,
40,No,Travel_Rarely,Research & Development,14,4,Medical,1,710,Female,1,Research Scientist,Married,33480,3,Y,22,8,0,7,2,4,0,3,Unk,
36,No,Travel_Frequently,Sales,16,2,Life Sciences,1,711,Male,1,Research Scientist,Married,12810,2,Y,11,8,0,17,2,15,6,13,Unk,
48,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,712,Male,2,Research Scientist,Single,28190,1,Y,20,8,0,11,2,10,0,8,Involuntary,It stay center free vote.
27,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,713,Female,2,Laboratory Technician,Married,48510,8,Y,18,8,0,5,2,1,0,0,Involuntary,Most could result else think this window.
51,No,Travel_Rarely,Research & Development,4,1,Medical,1,714,Female,3,Manufacturing Director,Single,40280,3,Y,14,8,0,29,3,5,0,3,Unk,
18,No,Non-Travel,Research & Development,1,4,Medical,1,715,Male,2,Sales Executive,Single,27200,1,Y,22,8,1,0,2,0,0,0,Unk,
35,No,Travel_Rarely,Research & Development,1,4,Other,1,716,Female,2,Research Director,Married,81200,0,Y,13,8,0,10,2,9,0,0,Unk,
27,No,Travel_Frequently,Research & Development,26,4,Medical,1,717,Female,1,Research Director,Single,46470,3,Y,17,8,0,8,3,6,0,0,Resignation,Year total care thousand what each.
55,Yes,Travel_Rarely,Research & Development,19,3,Technical Degree,1,718,Male,1,Human Resources,Single,46800,6,Y,14,8,3,24,0,19,3,8,Unk,
56,No,Travel_Rarely,Research & Development,24,4,Life Sciences,1,719,Male,2,Laboratory Technician,Married,32210,4,Y,15,8,2,33,2,19,15,9,Unk,
34,No,Non-Travel,Sales,1,2,Life Sciences,1,720,Male,2,Research Scientist,Divorced,86210,1,Y,17,8,1,5,1,5,0,0,Unk,
40,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,721,Male,2,Sales Executive,Divorced,45770,5,Y,11,8,1,15,3,12,11,8,Involuntary,By small force myself team industry.
34,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,722,Male,1,Research Scientist,Married,45530,4,Y,18,8,1,10,2,8,7,7,Unk,
31,Yes,Travel_Frequently,Research & Development,2,2,Medical,1,723,Female,2,Manufacturing Director,Single,53960,7,Y,17,8,1,3,2,1,0,0,Unk,
35,Yes,Travel_Frequently,Research & Development,1,2,Medical,1,724,Male,1,Manufacturing Director,Married,67960,0,Y,13,8,0,5,2,4,3,2,Unk,
38,No,Travel_Frequently,Research & Development,7,3,Medical,1,725,Female,2,Sales Representative,Divorced,76250,1,Y,15,8,0,4,2,4,0,3,Unk,
34,No,Travel_Rarely,Research & Development,10,4,Other,1,726,Female,2,Laboratory Technician,Single,74120,1,Y,24,8,0,14,4,14,4,11,Unk,
28,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,727,Female,2,Healthcare Representative,Married,111590,1,Y,12,8,0,5,2,5,0,4,Resignation,Ok though floor sense want future.
31,Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,1,728,Male,2,Sales Executive,Married,49600,1,Y,15,8,0,10,3,10,6,7,Retirement,Leader above room hand collection imagine.
39,No,Travel_Rarely,Research & Development,17,4,Technical Degree,1,729,Female,2,Healthcare Representative,Married,104750,3,Y,11,8,1,8,3,5,1,4,Resignation,Provide machine statement now.
51,No,Travel_Frequently,Research & Development,20,3,Medical,1,730,Male,2,Sales Executive,Married,148140,2,Y,11,8,1,14,2,4,3,2,Voluntary,Science available hard.
41,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,731,Male,4,Sales Executive,Divorced,191410,3,Y,12,8,1,12,2,6,3,3,Unk,
37,No,Travel_Rarely,Research & Development,2,2,Medical,1,732,Female,1,Healthcare Representative,Married,54050,7,Y,15,8,0,8,3,6,1,3,Resignation,Himself final success these or card strategy.
33,No,Travel_Frequently,Research & Development,2,3,Medical,1,733,Female,1,Sales Executive,Married,87930,6,Y,17,8,0,8,2,5,1,2,Unk,
32,No,Travel_Rarely,Research & Development,1,4,Medical,1,734,Male,5,Research Director,Married,191890,0,Y,12,8,1,4,3,3,1,2,Retirement,Help economic analysis campaign young leg.
39,No,Non-Travel,Research & Development,29,2,Life Sciences,1,735,Male,2,Sales Executive,Married,38750,3,Y,15,8,0,13,3,6,0,5,Unk,
25,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,736,Male,1,Sales Executive,Married,22160,2,Y,13,8,3,6,2,3,1,2,Resignation,For law simple design entire while.
52,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1,737,Male,2,Sales Executive,Married,117130,2,Y,14,8,0,24,2,5,0,2,Unk,
43,No,Travel_Rarely,Research & Development,2,2,Medical,1,738,Male,1,Laboratory Technician,Single,78610,1,Y,14,8,2,20,1,20,1,8,Unk,
27,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,739,Male,1,Human Resources,Married,37080,1,Y,16,8,2,6,2,6,4,4,Unk,
27,Yes,Travel_Rarely,Research & Development,2,5,Life Sciences,1,740,Female,1,Research Scientist,Single,137700,1,Y,18,8,1,8,3,8,7,7,Unk,
26,No,Travel_Rarely,Research & Development,2,2,Other,1,741,Male,3,Laboratory Technician,Single,53040,0,Y,20,8,1,5,2,4,1,1,Unk,
42,No,Travel_Rarely,Sales,23,3,Marketing,1,742,Female,3,Research Scientist,Married,26420,0,Y,13,8,1,21,3,20,0,9,Unk,
52,No,Travel_Rarely,Research & Development,5,2,Life Sciences,1,743,Female,1,Healthcare Representative,Married,27590,9,Y,18,8,1,12,6,5,0,4,Unk,
37,No,Travel_Rarely,Research & Development,20,5,Life Sciences,1,744,Male,2,Manager,Single,68040,4,Y,13,8,1,8,1,3,0,2,Unk,
35,No,Travel_Frequently,Research & Development,6,4,Medical,1,745,Female,2,Research Director,Single,61420,2,Y,15,8,1,10,2,2,2,2,Unk,
25,No,Travel_Rarely,Research & Development,1,4,Medical,1,746,Male,2,Sales Executive,Married,25000,4,Y,14,8,2,7,2,3,0,2,Voluntary,Truth game down which.
26,No,Travel_Rarely,Research & Development,29,4,Life Sciences,1,747,Male,1,Research Scientist,Single,63890,0,Y,22,8,0,8,2,7,0,7,Resignation,Sure trip sound action.
29,No,Travel_Rarely,Sales,9,3,Life Sciences,1,748,Male,1,Laboratory Technician,Single,111030,1,Y,12,8,0,10,5,10,0,9,Resignation,Treatment power card almost pretty sister.
49,Yes,Travel_Frequently,Sales,6,5,Medical,1,749,Female,2,Healthcare Representative,Single,23420,3,Y,18,8,0,20,2,4,1,3,Voluntary,Reduce subject positive war score interesting.
29,Yes,Travel_Frequently,Sales,3,2,Marketing,1,750,Female,2,Laboratory Technician,Single,68110,0,Y,15,8,1,9,2,8,7,7,Unk,
54,No,Travel_Rarely,Sales,1,3,Medical,1,751,Female,2,Manager,Single,22970,6,Y,18,8,2,29,2,20,12,7,Unk,
58,No,Travel_Rarely,Sales,22,3,Life Sciences,1,752,Female,2,Laboratory Technician,Married,24500,3,Y,12,8,1,32,2,9,1,5,Involuntary,Occur air as along approach.
55,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,753,Female,3,Research Scientist,Divorced,50930,2,Y,16,8,1,31,3,7,0,0,Unk,
36,No,Travel_Rarely,Research & Development,1,3,Medical,1,754,Male,2,Sales Executive,Single,53090,3,Y,13,8,0,15,5,5,0,1,Unk,
31,Yes,Travel_Frequently,Sales,4,3,Life Sciences,1,755,Male,2,Manager,Single,30570,1,Y,19,8,0,1,3,1,0,0,Unk,
30,No,Travel_Rarely,Sales,3,3,Life Sciences,1,756,Male,3,Sales Executive,Divorced,51210,7,Y,13,8,0,8,4,3,0,2,Voluntary,Here best worry rich might about yourself.
31,No,Travel_Rarely,Research & Development,1,3,Medical,1,757,Male,1,Laboratory Technician,Single,168560,3,Y,12,8,1,9,3,3,1,0,Unk,
34,No,Travel_Frequently,Sales,2,1,Marketing,1,758,Female,5,Manager,Divorced,26860,5,Y,11,8,0,10,3,4,1,3,Involuntary,New out peace director fish.
31,Yes,Travel_Rarely,Sales,20,3,Technical Degree,1,759,Male,1,Research Scientist,Single,61800,1,Y,14,8,1,1,2,1,0,0,Unk,
27,No,Travel_Rarely,Human Resources,11,4,Medical,1,760,Male,4,Sales Executive,Married,66320,0,Y,16,8,0,6,3,5,1,4,Unk,
36,No,Travel_Rarely,Sales,1,3,Marketing,1,761,Male,2,Research Scientist,Single,35050,1,Y,12,8,2,10,2,10,1,8,Unk,
36,No,Travel_Rarely,Research & Development,24,3,Other,1,762,Female,3,Research Director,Married,63970,4,Y,14,8,1,11,3,3,0,2,Retirement,Direction west appear son school anything.
47,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,763,Female,2,Sales Executive,Married,62740,7,Y,14,8,2,17,0,6,1,2,Involuntary,Somebody pass again say cultural.
25,Yes,Travel_Rarely,Sales,16,4,Life Sciences,1,764,Male,2,Research Scientist,Married,198590,3,Y,19,8,0,6,3,3,2,2,Resignation,Table day sit wish attention marriage cause.
37,No,Non-Travel,Sales,8,4,Medical,1,765,Male,1,Healthcare Representative,Single,75870,0,Y,22,8,1,7,5,6,1,3,Unk,
56,No,Travel_Rarely,Research & Development,10,4,Other,1,766,Male,2,Sales Representative,Married,42580,2,Y,16,8,0,5,2,3,1,0,Unk,
47,No,Travel_Rarely,Research & Development,3,2,Medical,1,767,Male,2,Laboratory Technician,Married,43640,3,Y,11,8,1,26,3,20,5,6,Involuntary,Onto focus address treat before ability.
24,No,Travel_Rarely,Research & Development,5,1,Other,1,768,Male,1,Manufacturing Director,Married,43350,1,Y,15,8,1,5,5,5,0,3,Resignation,Tonight answer benefit second commercial law.
32,No,Travel_Rarely,Sales,4,3,Marketing,1,769,Male,1,Research Scientist,Married,53260,4,Y,14,8,1,7,2,4,0,3,Retirement,Window management move.
34,No,Travel_Rarely,Research & Development,9,2,Medical,1,770,Male,1,Sales Executive,Married,32800,5,Y,13,8,0,7,3,5,0,2,Unk,
41,No,Travel_Rarely,Research & Development,26,3,Medical,1,771,Female,3,Sales Executive,Married,54850,2,Y,17,8,2,7,2,4,0,3,Unk,
40,No,Non-Travel,Sales,3,2,Life Sciences,1,772,Male,1,Sales Executive,Divorced,43420,3,Y,11,8,1,11,6,8,0,7,Unk,
31,No,Travel_Rarely,Research & Development,16,3,Medical,1,773,Male,2,Human Resources,Divorced,27820,1,Y,19,8,1,13,5,13,9,9,Unk,
46,Yes,Travel_Rarely,Research & Development,18,1,Medical,1,774,Male,1,Manufacturing Director,Divorced,59800,4,Y,11,8,1,28,2,7,4,3,Unk,
39,Yes,Non-Travel,Research & Development,2,4,Medical,1,775,Male,2,Manufacturing Director,Single,43810,2,Y,15,8,2,11,1,1,0,0,Voluntary,Information race relate rich poor already make.
31,Yes,Travel_Frequently,Sales,2,3,Medical,1,776,Male,2,Sales Executive,Single,25720,1,Y,13,8,3,10,3,10,4,7,Voluntary,Tough that inside relate hundred leave.
45,No,Travel_Rarely,Sales,10,2,Marketing,1,777,Male,1,Sales Executive,Divorced,38330,2,Y,14,8,0,24,1,7,0,7,Unk,
31,No,Travel_Rarely,Research & Development,16,4,Life Sciences,1,778,Male,3,Human Resources,Single,42440,9,Y,13,8,0,8,3,3,0,2,Voluntary,Attention summer we. Suffer impact imagine we.
31,Yes,Travel_Frequently,Research & Development,7,4,Life Sciences,1,779,Male,1,Laboratory Technician,Married,65000,6,Y,23,8,1,7,5,2,2,2,Unk,
45,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,780,Female,1,Research Scientist,Married,184300,4,Y,12,8,1,10,5,3,1,2,Voluntary,Various step without couple within at gun.
48,No,Travel_Rarely,Research & Development,24,3,Technical Degree,1,781,Male,2,Research Scientist,Divorced,16010,4,Y,12,8,0,15,3,2,2,2,Unk,
34,Yes,Travel_Rarely,Research & Development,7,4,Medical,1,782,Male,2,Research Scientist,Married,26940,1,Y,16,8,1,2,3,2,2,2,Retirement,Decision example see low someone. Ball week that.
40,No,Non-Travel,Research & Development,25,4,Other,1,783,Female,1,Sales Executive,Divorced,31490,2,Y,15,8,1,16,1,9,4,8,Unk,
28,No,Travel_Rarely,Research & Development,1,2,Technical Degree,1,784,Female,1,Research Scientist,Single,176390,0,Y,13,8,1,6,0,5,1,3,Involuntary,Carry parent fight style series challenge.
44,No,Non-Travel,Research & Development,5,3,Life Sciences,1,785,Male,1,Laboratory Technician,Single,23190,3,Y,18,8,0,7,4,5,0,3,Voluntary,Community probably bad day food place which loss.
53,No,Travel_Rarely,Research & Development,2,4,Technical Degree,1,786,Male,2,Manager,Single,116910,4,Y,20,8,0,35,2,9,8,8,Voluntary,Start debate hot fact keep return.
49,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,787,Male,3,Laboratory Technician,Married,53240,2,Y,19,8,0,20,2,3,1,2,Unk,
40,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,788,Male,3,Laboratory Technician,Divorced,167520,2,Y,18,8,1,8,3,3,1,2,Unk,
44,No,Travel_Rarely,Research & Development,5,1,Other,1,789,Male,3,Research Scientist,Single,52280,1,Y,13,8,0,6,2,5,1,3,Unk,
33,No,Travel_Frequently,Human Resources,10,3,Medical,1,790,Female,2,Sales Executive,Married,27000,0,Y,14,8,3,5,2,4,0,3,Voluntary,Rock stage better east bad view.
34,No,Travel_Rarely,Research & Development,10,4,Life Sciences,1,791,Female,1,Sales Representative,Single,192460,3,Y,15,8,1,15,5,13,3,12,Voluntary,First choose again themselves thing however.
30,No,Travel_Rarely,Sales,1,2,Technical Degree,1,792,Male,1,Laboratory Technician,Married,25060,8,Y,22,8,0,4,3,2,2,2,Unk,
42,No,Travel_Frequently,Research & Development,8,4,Medical,1,793,Female,1,Sales Executive,Single,60620,1,Y,22,8,2,12,2,12,5,8,Voluntary,Develop think capital player campaign prepare.
44,No,Travel_Frequently,Research & Development,5,3,Life Sciences,1,794,Female,5,Manufacturing Director,Married,43820,7,Y,16,8,2,11,2,1,0,0,Voluntary,Center positive their garden industry.
30,No,Non-Travel,Research & Development,8,3,Life Sciences,1,795,Male,1,Manufacturing Director,Divorced,21430,1,Y,17,8,1,1,2,1,0,0,Involuntary,Deep sea improve miss they nearly measure.
57,No,Travel_Rarely,Sales,2,1,Life Sciences,1,796,Male,3,Research Scientist,Married,61620,0,Y,14,8,0,13,5,12,2,8,Involuntary,Improve sea attention baby local ahead.
49,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,797,Female,2,Sales Executive,Divorced,50940,3,Y,15,8,0,29,5,8,0,7,Unk,
34,No,Travel_Frequently,Research & Development,2,4,Medical,1,798,Female,2,Sales Representative,Divorced,68770,7,Y,20,8,0,16,3,14,6,9,Retirement,Recently business give.
28,Yes,Travel_Frequently,Research & Development,2,3,Medical,1,799,Male,1,Research Scientist,Married,22740,3,Y,20,8,1,5,5,3,1,2,Unk,
29,Yes,Travel_Frequently,Research & Development,28,3,Medical,1,800,Female,5,Research Scientist,Single,44340,NA,Y,17,8,3,7,1,5,0,0,Unk,
34,Yes,Travel_Rarely,Research & Development,7,1,Medical,1,801,Male,1,Research Scientist,Single,62880,0,Y,15,8,1,16,2,15,10,10,Voluntary,Relate size according two board.
35,No,Travel_Rarely,Sales,7,4,Other,1,802,Female,4,Healthcare Representative,Married,25530,1,Y,14,8,1,1,4,1,0,0,Unk,
24,Yes,Travel_Frequently,Sales,3,3,Life Sciences,1,803,Male,2,Research Scientist,Single,76540,2,Y,17,8,1,4,3,0,0,0,Unk,
24,No,Non-Travel,Research & Development,10,3,Life Sciences,1,804,Female,2,Manager,Married,51600,1,Y,17,8,1,1,3,1,0,0,Unk,
44,No,Travel_Frequently,Research & Development,5,2,Medical,1,805,Female,2,Research Scientist,Single,171590,5,Y,22,8,1,16,1,2,2,2,Unk,
29,No,Travel_Rarely,Sales,10,2,Life Sciences,1,806,Female,1,Sales Executive,Divorced,128080,1,Y,13,8,0,10,6,10,0,4,Unk,
30,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,807,Male,3,Sales Executive,Divorced,102210,0,Y,19,8,1,6,2,5,1,3,Unk,
55,No,Travel_Rarely,Sales,20,3,Marketing,1,808,Male,2,Research Scientist,Married,47790,0,Y,14,8,1,4,6,3,1,2,Involuntary,Learn whatever million.
33,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,809,Male,2,Research Scientist,Married,37370,8,Y,22,8,2,8,2,5,0,2,Unk,
47,No,Travel_Rarely,Research & Development,8,4,Medical,1,810,Female,2,Sales Representative,Married,23660,3,Y,17,8,0,11,5,5,1,2,Retirement,Source join scientist personal when each.
28,Yes,Travel_Frequently,Sales,1,3,Marketing,1,811,Male,2,Laboratory Technician,Single,17060,7,Y,12,8,0,8,3,0,0,0,Resignation,Practice cover bar reason expect.
28,No,Travel_Rarely,Sales,8,4,Marketing,1,812,Male,1,Laboratory Technician,Divorced,163070,1,Y,16,8,0,1,3,1,0,0,Voluntary,My live interesting street purpose early.
28,No,Travel_Frequently,Research & Development,9,3,Life Sciences,1,813,Female,2,Sales Executive,Single,59330,0,Y,11,8,0,5,3,4,1,3,Voluntary,Guy know tend get best film hold.
49,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,814,Female,1,Research Scientist,Married,34240,4,Y,11,8,0,10,3,3,1,2,Unk,
29,No,Travel_Frequently,Research & Development,8,1,Medical,1,815,Male,1,Research Scientist,Married,40370,0,Y,14,8,0,4,2,3,0,2,Retirement,Fear night field child yard structure.
28,No,Travel_Rarely,Research & Development,5,1,Technical Degree,1,816,Male,2,Laboratory Technician,Married,25590,1,Y,11,8,0,8,3,8,1,7,Unk,
33,No,Travel_Rarely,Research & Development,15,4,Life Sciences,1,817,Female,1,Sales Executive,Single,62010,2,Y,15,8,3,14,2,0,0,0,Unk,
32,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,818,Female,3,Laboratory Technician,Single,44030,2,Y,20,8,0,10,3,5,0,0,Unk,
54,No,Travel_Frequently,Sales,10,3,Life Sciences,1,819,Female,4,Research Scientist,Divorced,37610,3,Y,12,8,0,26,3,14,1,12,Unk,
29,Yes,Travel_Rarely,Research & Development,5,3,Life Sciences,1,820,Female,2,Research Scientist,Single,109340,6,Y,17,8,2,11,2,9,0,7,Resignation,Control store point.
44,No,Travel_Rarely,Sales,26,1,Marketing,1,821,Male,1,Sales Representative,Married,107610,3,Y,11,8,1,24,5,20,14,17,Unk,
39,No,Travel_Rarely,Sales,6,1,Technical Degree,1,822,Female,2,Laboratory Technician,Single,51750,4,Y,17,8,1,9,2,2,2,2,Resignation,Suddenly free computer last spend.
46,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,823,Male,3,Manufacturing Director,Married,138260,8,Y,11,8,0,23,1,13,5,1,Retirement,Seek TV finally impact really build.
35,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,824,Male,2,Research Scientist,Single,63340,1,Y,14,8,0,11,2,11,3,3,Unk,
23,No,Travel_Rarely,Research & Development,2,4,Medical,1,825,Female,2,Manager,Single,49360,0,Y,19,8,1,5,2,4,1,2,Unk,
40,Yes,Travel_Rarely,Research & Development,2,3,Medical,1,826,Male,2,Research Director,Single,47750,3,Y,15,8,1,15,3,5,1,0,Voluntary,Dinner skill guess key building.
34,No,Travel_Rarely,Human Resources,2,3,Human Resources,1,827,Male,2,Manufacturing Director,Married,28180,1,Y,13,8,1,10,2,10,8,6,Retirement,Necessary account office.
31,Yes,Travel_Frequently,Research & Development,29,3,Life Sciences,1,828,Female,2,Healthcare Representative,Single,25150,1,Y,14,8,0,7,3,7,7,7,Unk,
50,No,Travel_Frequently,Research & Development,6,3,Medical,1,829,Male,1,Manager,Single,23420,1,Y,12,8,1,32,2,32,13,9,Resignation,Shoulder then shake.
